1.1111365	1.2830881	1.4859905e-06
1.1112556	1.2830864	3.3512943e-06
1.1113748	1.2830855	5.1625966e-06
1.1114940	1.2830851	5.8339999e-06
1.1116132	1.2830846	5.6338896e-06
1.1117325	1.2830837	4.9986400e-06
1.1118518	1.2830821	3.8603708e-06
1.1119711	1.2830798	3.1830845e-06
1.1120904	1.2830780	5.0106714e-06
1.1122098	1.2830765	4.3180503e-06
1.1123291	1.2830752	5.8967668e-06
1.1124486	1.2830742	5.2379994e-06
1.1125680	1.2830729	5.4520805e-06
1.1126874	1.2830714	4.6622900e-06
1.1128069	1.2830700	5.6438530e-06
1.1129264	1.2830690	5.0903805e-06
1.1130460	1.2830675	4.2251601e-06
1.1131656	1.2830656	3.6951997e-06
1.1132851	1.2830634	3.1839125e-06
1.1134048	1.2830617	4.7347742e-06
1.1135244	1.2830604	3.6935463e-06
1.1136441	1.2830582	3.1943328e-06
1.1137638	1.2830564	4.7711107e-06
1.1138835	1.2830553	4.3720942e-06
1.1140032	1.2830532	3.4338169e-06
1.1141230	1.2830518	5.9075085e-06
1.1142428	1.2830515	5.1562301e-06
1.1143626	1.2830496	2.4889876e-06
1.1144825	1.2830468	2.6411327e-06
1.1146023	1.2830446	3.7930875e-06
1.1147222	1.2830431	4.7211754e-06
1.1148421	1.2830421	4.9317669e-06
1.1149621	1.2830407	4.3372379e-06
1.1150821	1.2830390	4.1237290e-06
1.1152021	1.2830369	3.4869388e-06
1.1153221	1.2830352	5.3167627e-06
1.1154422	1.2830343	5.2437034e-06
1.1155622	1.2830333	5.2283063e-06
1.1156823	1.2830319	3.7964803e-06
1.1158025	1.2830300	3.4613360e-06
1.1159226	1.2830281	3.4201919e-06
1.1160428	1.2830262	2.8706322e-06
1.1161630	1.2830242	3.2996286e-06
1.1162833	1.2830225	3.4501495e-06
1.1164035	1.2830209	3.2276233e-06
1.1165238	1.2830186	2.5675633e-06
1.1166441	1.2830170	4.6716669e-06
1.1167645	1.2830162	3.9352774e-06
1.1168848	1.2830139	2.1061450e-06
1.1170052	1.2830118	4.1415440e-06
1.1171256	1.2830104	3.6879675e-06
1.1172461	1.2830089	4.2855410e-06
1.1173665	1.2830077	4.4484630e-06
1.1174870	1.2830062	3.5187187e-06
1.1176075	1.2830047	4.0312963e-06
1.1177281	1.2830028	2.2790975e-06
1.1178487	1.2830005	2.9975250e-06
1.1179693	1.2829988	3.6682462e-06
1.1180899	1.2829976	3.8841076e-06
1.1182105	1.2829962	3.3783928e-06
1.1183312	1.2829943	2.2415692e-06
1.1184519	1.2829920	2.4250946e-06
1.1185726	1.2829898	2.7457313e-06
1.1186934	1.2829881	3.7320311e-06
1.1188142	1.2829870	4.5698046e-06
1.1189350	1.2829860	3.7504038e-06
1.1190558	1.2829841	2.9059015e-06
1.1191767	1.2829823	3.5182728e-06
1.1192976	1.2829808	3.0102890e-06
1.1194185	1.2829789	2.7534916e-06
1.1195394	1.2829768	2.8201065e-06
1.1196604	1.2829756	4.2308934e-06
1.1197814	1.2829744	2.6991482e-06
1.1199024	1.2829723	2.0429004e-06
1.1200234	1.2829700	1.9766190e-06
1.1201445	1.2829677	2.2806240e-06
1.1202656	1.2829661	3.7670792e-06
1.1203867	1.2829651	3.7614640e-06
1.1205078	1.2829633	2.3372272e-06
1.1206290	1.2829616	4.1548858e-06
1.1207502	1.2829603	3.0449233e-06
1.1208714	1.2829589	3.8699063e-06
1.1209927	1.2829575	2.3217930e-06
1.1211140	1.2829550	1.5463076e-06
1.1212353	1.2829527	2.7713280e-06
1.1213566	1.2829515	3.6703228e-06
1.1214780	1.2829502	2.8921893e-06
1.1215993	1.2829487	3.1428759e-06
1.1217207	1.2829472	2.2789245e-06
1.1218422	1.2829449	1.1710928e-06
1.1219636	1.2829426	2.2195306e-06
1.1220851	1.2829411	2.9168409e-06
1.1222066	1.2829401	3.3674510e-06
1.1223282	1.2829389	2.1334462e-06
1.1224498	1.2829364	3.9044894e-07
1.1225713	1.2829338	1.5777297e-06
1.1226930	1.2829320	2.1622527e-06
1.1228146	1.2829307	3.1222151e-06
1.1229363	1.2829298	2.8637534e-06
1.1230580	1.2829281	1.2196135e-06
